filepath,description
COCO_val2014_000000039726,a frosted donut with bite marks
COCO_val2014_000000039731,a young skateboarder riding on a rail at the park.
COCO_val2014_000000039760,a person parasailing above the water in front of the mountain.
COCO_val2014_000000039769,"two cats are sleeping on the sofa, covered with a blanket."
COCO_val2014_000000039770,"on the dimly lit counter, there is a teapot and various utensils placed."
COCO_val2014_000000039785,a surfer is riding a wave in a narrow waterway.
COCO_val2014_000000039790,a black and white photograph of a train on the tracks.
COCO_val2014_000000039798,"a large bird standing on the wall, spreading its wings."
COCO_val2014_000000039811,there is a bus and a car on the street.
COCO_val2014_000000039814,the polar bear is looking at the latest treat.
COCO_val2014_000000039828,a cat curled up on the sink.
COCO_val2014_000000039844,two people playing a game with a remote control.
COCO_val2014_000000039852,a table with many laptops and computers placed on it.
COCO_val2014_000000039858,there is a group of men in swimsuits on the poster.
COCO_val2014_000000039860,a young man wearing green clothes is riding a surfboard.
COCO_val2014_000000039865,a person riding the waves on a surfboard.
COCO_val2014_000000039871,the female model in the advertisement on the side of the city bus.
COCO_val2014_000000039900,a carriage is being pulled by several horses.
COCO_val2014_000000039914,an adult is trying to help a child with their kite.
COCO_val2014_000000039951,a young man is hitting a ball with a racket.
COCO_val2014_000000039956,there is a red brick wall covering one side of the messy bedroom.
COCO_val2014_000000039963,a bedroom with a stereo system and several mounted speakers.
COCO_val2014_000000039988,a snowboarder is relaxing while sunbathing on the snow.
COCO_val2014_000000040016,a man wearing red clothes is skiing in the snow.
COCO_val2014_000000040018,"the room is furnished with a sofa, a carpet, and a luxurious painting."
COCO_val2014_000000040037,a large building with a clock tower and a dome on top.
COCO_val2014_000000040051,"there is a toilet in the small space, and there are facilities above it."
COCO_val2014_000000040064,the long green hills stretch across the background of the street.
COCO_val2014_000000040083,two people under a large umbrella.
COCO_val2014_000000040087,a yellow fire hydrant on the side of the road.
COCO_val2014_000000040109,a group of photos showing various angles of a keyboard.
COCO_val2014_000000040259,a square on the road with a clock tower at its center.
COCO_val2014_000000040317,a skier is coming down the snowy mountain.
COCO_val2014_000000040341,a person holding a pair of skis on the street.
COCO_val2014_000000040361,the batter is getting ready to hit the ball.
COCO_val2014_000000040404,"the hot dog is inside the bun, topped with ketchup."
COCO_val2014_000000040414,there are two people at the kitchen counter near the wood-burning stove.
COCO_val2014_000000040426,a blender with strawberries in it and a carton of ice cream placed next to it.
COCO_val2014_000000040446,there is a person sitting alone in the front row of a large church.
COCO_val2014_000000040468,a person riding the waves on a surfboard in the sea
COCO_val2014_000000040471,"there are a ceiling fan, a stove, and a refrigerator in the white kitchen."
COCO_val2014_000000040485,"a black and yellow airplane is flying, and a few trees can be seen."
COCO_val2014_000000040497,a street stall with a red umbrella on a crowded street.
COCO_val2014_000000040515,two people are practicing wakeboarding by the water.
COCO_val2014_000000040517,an aerial photograph of a bridge on the expressway crossing water within the city.
COCO_val2014_000000040557,there is a sign for 31st street next to the traffic light.
COCO_val2014_000000040602,two women playing a video game in a booth.
COCO_val2014_000000040620,"a blue and white bus drives down the street, passing in front of the building."
COCO_val2014_000000040621,two giraffes eating hay from a feed trough.
COCO_val2014_000000040635,people looking at a box filled with fruits and vegetables.
COCO_val2014_000000040681,several snowboarders are sliding down the slope.
COCO_val2014_000000040686,"inside the trailer, there is a refrigerator and a single bed surrounded by wooden cabinets."
COCO_val2014_000000040705,a man who is staring intently at the camera is wearing a blue and black striped shirt and a polka dot tie.
COCO_val2014_000000040711,"a clock tower that looks old, standing in the middle of the road."
COCO_val2014_000000040757,an infant with a pacifier in their mouth is lying on the bed.
COCO_val2014_000000040779,a lit-up statue surrounded by several small illuminated statues.
COCO_val2014_000000040813,a young person catching a yellow frisbee at the beach.
COCO_val2014_000000040821,she is a woman with a cell phone on her face.
COCO_val2014_000000040839,a group of people holding umbrellas is standing in front of the building.
COCO_val2014_000000040842,a page with small text is displayed on the computer screen.
COCO_val2014_000000040881,the bowl contains meat and various types of vegetables.
COCO_val2014_000000040886,a major league baseball pitcher in san francisco is pitching.
COCO_val2014_000000040894,a boat with many seats is near a crowd of people under the bridge.
COCO_val2014_000000040896,a giraffe standing next to a large termite mound.
COCO_val2014_000000040924,"in the locker room, there are several naked men."
COCO_val2014_000000040937,there is a parking meter with a pillar that has several stickers on it and a silver car.
COCO_val2014_000000040948,a man holding a tennis racket is walking while carrying two tennis balls in his hand.
COCO_val2014_000000040986,there are fresh cookies on the kitchen countertop.
COCO_val2014_000000041011,a man wearing a black jacket is riding a black horse.
COCO_val2014_000000041018,there is a pan of food inside an open electric oven.
COCO_val2014_000000041077,a person riding a snowboard in the air.
COCO_val2014_000000041104,four horses are standing near a barbed wire fence.
COCO_val2014_000000041110,a boy wearing a striped shirt is drinking from a bottle.
COCO_val2014_000000041119,this is a traffic light showing a green signal in a busy downtown area.
COCO_val2014_000000041147,there are five flowers in the glass vase where flowers are blooming beautifully.
COCO_val2014_000000041180,a cow relaxing on a crowded beach on a sunny day.
COCO_val2014_000000041199,a man fishing at the dock where boats are lined up.
COCO_val2014_000000041246,a photo of a large stone clock tower.
COCO_val2014_000000041247,the view of the sea with surfers waiting for waves.
COCO_val2014_000000041257,"the two photographs show two rodents of different colors, but they are of the same species."
COCO_val2014_000000041265,a cat is lying on the carpet next to the shoes.
COCO_val2014_000000041271,two cats eating from their respective bowls.
COCO_val2014_000000041273,an open suitcase is placed on the bed for packing.
COCO_val2014_000000041276,the airplane is flying in the clear sky.
COCO_val2014_000000041279,"two friends are eating a pizza that was just taken out of the box, and there is soda nearby."
COCO_val2014_000000041300,a photo of a model train placed on a track.
COCO_val2014_000000041322,a cat wearing a sweater and glasses.
COCO_val2014_000000041369,a young person is skateboarding at the edge of the road.
COCO_val2014_000000041373,a white cat with black spots is curled up on the bed.
COCO_val2014_000000041438,"a group of fruits including bananas, apples, oranges, and pears."
COCO_val2014_000000041449,a man and a girl are throwing a ring frisbee to each other.
COCO_val2014_000000041478,there are chopped green vegetables on the table.
COCO_val2014_000000041488,a green and white overhead road sign on interstate 278 indicating truck restrictions for queens and the bronx.
COCO_val2014_000000041507,a pastry with sauce and broccoli on the side is placed on a plate.
COCO_val2014_000000041550,a room with a projector and many chairs.
COCO_val2014_000000041572,a black-and-white photograph of a batter and pitcher at a baseball stadium.
COCO_val2014_000000041574,a man holding a snowboard is tumbling on the ice.
COCO_val2014_000000041633,"under the blue sky, a vintage red truck is parked in the parking lot."
COCO_val2014_000000041635,three cows with hairy heads are lying in the field.
COCO_val2014_000000041638,a person skiing on the mountainside.
COCO_val2014_000000041671,a slice of cake is placed on the plate next to the champagne.
COCO_val2014_000000041687,two skiers are putting on their skis on the snow.
COCO_val2014_000000041773,a sign warning to watch out for crossing birds.
COCO_val2014_000000041837,a luggage cart is next to a jet airliner at the airport.
COCO_val2014_000000041839,that bathroom features upgraded luxurious finishes.
COCO_val2014_000000041842,someone is putting their feet on a skateboard and leaning it over the ramp.
COCO_val2014_000000041846,"there are toppings on the plate, and the pizza is cut into four equal pieces."
COCO_val2014_000000041848,the stuffed animal collection on the table
COCO_val2014_000000041859,an illustration of a silhouette of a person holding a kite.
COCO_val2014_000000041867,a bird walking through the grass.
COCO_val2014_000000041872,a room with a fireplace and a television
COCO_val2014_000000041875,the boy who is in the middle of chewing pizza.
COCO_val2014_000000041899,a little girl is riding a skateboard.
COCO_val2014_000000041908,there are two zebras: one facing forward and another watching its companion.
COCO_val2014_000000041923,a plate with a sub sandwich and french fries.
COCO_val2014_000000041924,a few boats moored at the pier.
COCO_val2014_000000041990,two people skiing are striking a pose for a photo.
COCO_val2014_000000042008,a jeep running next to another car.
COCO_val2014_000000042069,"a man is sitting on the roof of the deck, adjusting an umbrella."
COCO_val2014_000000042070,a white bus is running on the road next to the building.
COCO_val2014_000000042102,a man wearing a skirt and stockings.
COCO_val2014_000000042135,a zebra standing in a large open field.
COCO_val2014_000000042137,a bus running on a rain-soaked road.
COCO_val2014_000000042144,there are three green signals displayed on the road.
COCO_val2014_000000042147,the airplane is about to land at the airport.
COCO_val2014_000000042182,this is the back room of a closed-down beauty salon.
COCO_val2014_000000042190,a kitesurfer is leaning back significantly in the sea.
COCO_val2014_000000042201,a young man wearing black clothes and a blue tie.
COCO_val2014_000000042204,people are walking everywhere in the open market.
COCO_val2014_000000042215,"the book, teacup, and vase are standing behind the three groups of fruit."
COCO_val2014_000000042225,"a man is holding a frisbee, and a dog is standing nearby."
COCO_val2014_000000042260,the family on the beach is wearing hats and holding umbrellas.
COCO_val2014_000000042267,a small baby elephant is standing close to an adult elephant and a very old elephant.
COCO_val2014_000000042276,a bathroom with a toilet and many ski boots.
COCO_val2014_000000042279,there is a bird on top of two zoomed-in zebras.
COCO_val2014_000000042288,a man jumping in the air with a frisbee.
COCO_val2014_000000042296,a wet dog is playing with a ball on a string.
COCO_val2014_000000042375,two people are sitting at a table with many wine glasses.
COCO_val2014_000000042383,"a bathroom with a toilet, toilet paper roll, toilet brush, and a bathtub."
COCO_val2014_000000042399,two people wearing glasses are toasting towards the camera.
COCO_val2014_000000042406,an airplane standing on the cold runway is being unloaded.
COCO_val2014_000000042408,a city bus is running on the road together with other traffic.
COCO_val2014_000000042413,"in front of a brick wall, a father and son are posing side by side."
COCO_val2014_000000042421,a cat is sitting near a tree by the beach.
COCO_val2014_000000042433,a group of people is standing near the rock.
COCO_val2014_000000042471,a red and yellow tower with several clocks attached horizontally.
COCO_val2014_000000042482,three young boys are holding a plate with several cakes on it.
COCO_val2014_000000042492,a man looking at a magazine on the kitchen counter.
COCO_val2014_000000042499,a yellow and green train is rounding a curve on the tracks.
COCO_val2014_000000042507,"there is a little boy and a little girl on the beach, and the girl is holding a kite."
COCO_val2014_000000042526,"next to the bowl of soup on the plate, there is a sandwich with a bite taken out of it."
COCO_val2014_000000042528,a person who has a cell phone and is wearing blue socks.
COCO_val2014_000000042534,the face of the zebra showcases the graphic quality of its pattern.
COCO_val2014_000000042541,the watercraft is floating a few feet above the surface of the sea.
COCO_val2014_000000042551,a wooden mantel clock with very luxurious decorations.
COCO_val2014_000000042563,a train running through the forest in the snow.
COCO_val2014_000000042568,there is a walk-in area with a shower next to the bathtub.
COCO_val2014_000000042576,a cat lying on a red blanket is looking at another cat.
COCO_val2014_000000042620,an oriental chef in an orange jumpsuit is removing the lid of a large wok and using chopsticks to stir the food over a burner.
COCO_val2014_000000042622,there are a few people in the water and one person standing on a surfboard.
COCO_val2014_000000042628,the snow almost covers the fire hydrant.
COCO_val2014_000000042641,"a pear, an orange, and two bananas are gathered together."
COCO_val2014_000000042661,a person riding a snowboard is sliding down the course.
COCO_val2014_000000042667,a toddler sitting on the floor.
COCO_val2014_000000042685,several people sitting on a bed next to a giant pizza.
COCO_val2014_000000042697,several tennis players are standing on the green court.
COCO_val2014_000000042711,the shadow of a person is next to the wall clock.
COCO_val2014_000000042737,"a man wearing a white helmet, a white shirt, and jeans is riding a skateboard."
COCO_val2014_000000042743,a tennis player on the tennis court is starting to move toward the ball.
COCO_val2014_000000042752,a lonely worker is sitting at a table with a tablet.
COCO_val2014_000000042757,children playing games in the ward.
COCO_val2014_000000042779,the hamster sitting on my lap is next to the brush.
COCO_val2014_000000042790,a man sitting in stadium-style seating is using a mobile phone.
COCO_val2014_000000042793,two deck chairs and one umbrella are set up on the beach.
COCO_val2014_000000042805,there are hardly any people on the cobblestone road.
COCO_val2014_000000042810,an image of a professional tennis player returning a serve.
COCO_val2014_000000042834,the woman next to the camera is eating spam from a plate.
COCO_val2014_000000042837,a man riding a surfboard near a big wave.
COCO_val2014_000000042856,"a brown and white dog is sleeping on the gray sofa, with sunlight streaming in through the window."
COCO_val2014_000000042875,two cows resting in a field near the waterside.
COCO_val2014_000000042888,a street sign indicating no parking and towing.
COCO_val2014_000000042889,"a stuffed bear, a keyboard, an ipod, and a microphone."
COCO_val2014_000000042893,three airplanes landing near a large city.
COCO_val2014_000000042944,a woman gliding on a surfboard through the waves.
COCO_val2014_000000042953,many people are skiing next to a small airplane.
COCO_val2014_000000042956,a cat curled up on a skateboard in the living room.
COCO_val2014_000000042968,there is a commuter machine on the ground.
COCO_val2014_000000042979,many people are playing frisbee in the field.
COCO_val2014_000000043073,"a child with long, wet hair is having their hair dried."
COCO_val2014_000000043092,a computer that is turned on and a stack of papers beside it.
COCO_val2014_000000043098,a man walking next to a suitcase and a streetlight.
COCO_val2014_000000043133,the two of them are rowing a boat on calm waters.
COCO_val2014_000000043165,two zebras standing by a tree in the grass.
COCO_val2014_000000043202,people passing by the fountain in the rotary.
COCO_val2014_000000043218,there is a wall clock above the fireplace.
COCO_val2014_000000043243,a collection of cameras and lights in front of the television.
COCO_val2014_000000043266,"a giraffe on the slope of a dry, rocky hill is near a palm tree."
COCO_val2014_000000043288,"inside the takeout box, there is a chicken and cheese sub, pickles, and a phone."
COCO_val2014_000000043289,there is a cat sitting on the laptop keyboard.
COCO_val2014_000000043290,a boat is docked under the roof of the marina.
COCO_val2014_000000043305,the runner is touching home plate while being watched by the catcher.
COCO_val2014_000000043314,a downhill skier performing tricks in front of the camera.
COCO_val2014_000000043324,a young person relaxing outside with a surfboard.
COCO_val2014_000000043331,a commuter bus with a small semi-trailer attached is stopped on the roadway.
COCO_val2014_000000043345,a close-up photo of a dog near a candle in front of the room's tv.
COCO_val2014_000000043375,"this is a sliced apple, a knife, and a whole apple."
COCO_val2014_000000043376,a very cute giraffe standing next to a metal fence.
COCO_val2014_000000043404,a photograph of the clock at union station in black and white.
COCO_val2014_000000043417,a mouse connected to a laptop is placed on an improvised desk.
COCO_val2014_000000043486,a bus of some sort parked next to the building.
COCO_val2014_000000043535,a man is stroking an elephant's head.
COCO_val2014_000000043542,a bouquet of white flowers in a vase.
COCO_val2014_000000043561,"buses lined up in a sandy area, with people standing around them."
COCO_val2014_000000043581,a freshly made pizza at the restaurant.
COCO_val2014_000000043605,a man is playing tennis with a fence and palm trees in the background on the tennis court.
COCO_val2014_000000043611,a young man is skateboarding down a winding road.
COCO_val2014_000000043613,a motorcycle rider shows off tricks while floating in the air.
COCO_val2014_000000043614,a large bear walking on a tree stump.
COCO_val2014_000000043625,the man bends forward to catch the frisbee.
COCO_val2014_000000043635,there are many people in the courtyard under the clock.
COCO_val2014_000000043657,"a little league baseball player is standing at the plate, and the catcher is catching the ball."
COCO_val2014_000000043673,the bear is sitting next to the drink on the table.
COCO_val2014_000000043678,a large airplane flying in the sky
COCO_val2014_000000043680,"all the cows are standing on the hill, eating grass."
COCO_val2014_000000043693,a man surfing in some water
COCO_val2014_000000043712,a fluffy white cat is sitting on the keyboard of the laptop.
COCO_val2014_000000043720,a slightly large baby sitting in a grassy field is holding a mobile phone to their face.
COCO_val2014_000000043734,a black dog's head is emerging from the foaming waves.
COCO_val2014_000000043737,a normal small town street after it has snowed.
COCO_val2014_000000043753,a man being robbed of his money and watch by a thief holding a banana.
COCO_val2014_000000043771,"the small, dirty bathroom has a simple sink."
COCO_val2014_000000043795,"a woman is standing, flying a kite with both hands."
COCO_val2014_000000043816,"in a baseball game, the batter swings at the incoming ball."
COCO_val2014_000000043838,two pots placed on a burner in a small personal kitchen.
COCO_val2014_000000043850,a man holding a surfboard with his dog at the beach.
COCO_val2014_000000043851,a cat reflected in the mirror can be seen lying on the bed near the dresser.
COCO_val2014_000000043882,a man making dessert in a green kitchen using a green bowl.
COCO_val2014_000000043939,a table with a basket of pizza and french fries.
COCO_val2014_000000043944,there are some sandwiches and french fries on a black plate.
COCO_val2014_000000043947,the sign indicates the times when parking is prohibited on west 25 1/2 street.
COCO_val2014_000000043957,a man brandishing a knife over a cake.
COCO_val2014_000000043961,the family is enjoying a hearty meal together.
COCO_val2014_000000043997,there is a bathroom with four sinks and mirrors.
COCO_val2014_000000044003,this is a photo of a bird in flight with a city sign in the background.
COCO_val2014_000000044022,a cat on the bed in the bedroom.
COCO_val2014_000000044029,a person leaving tracks in the snow while skiing.
COCO_val2014_000000044038,a small dark pitcher placed in front of the wall
COCO_val2014_000000044045,there is a bicycle leaning against the stop sign.
COCO_val2014_000000044054,"a room full of people, some holding cameras, and everyone is paying serious attention."
COCO_val2014_000000044065,an asian man walking with goods in a basket hanging on a busy street.
COCO_val2014_000000044068,a teddy bear sitting on a chair in the room.
COCO_val2014_000000044075,the train car that is parked next to the building.
COCO_val2014_000000044081,a man wearing a black tie and glasses.
COCO_val2014_000000044112,there are various kinds of food in this refrigerator.
COCO_val2014_000000044132,the sneakers covered many miles on the skateboard.
COCO_val2014_000000044136,two men sitting next to each other at a table.
COCO_val2014_000000044151,there is a water bottle placed on the green bench.
COCO_val2014_000000044171,a girl is looking at a large donut with a bite taken out of it.
COCO_val2014_000000044195,two people standing on a snow-covered slope.
COCO_val2014_000000044220,two people playing a dance game in the living room.
COCO_val2014_000000044244,"a boy is sitting on a luggage cart, smiling."
COCO_val2014_000000044250,a polar bear diving into the water from the edge of a rock.
COCO_val2014_000000044261,a small pizza is on a plate next to a fork.
COCO_val2014_000000044269,several people and a black-and-white bus
COCO_val2014_000000044279,a man pouring something from a pot in the kitchen.
COCO_val2014_000000044294,the brown cabinet together with the black appliance in the kitchen.
COCO_val2014_000000044309,"by the pier next to the large light-colored building, two white boats are moored."
COCO_val2014_000000044312,a boy is carrying a large bag of onions over his shoulder as he walks down the street in town.
COCO_val2014_000000044328,"two people standing under a large umbrella at night, with a dog in the foreground."
COCO_val2014_000000044347,a boy riding a bicycle with an orange-colored piece of luggage behind him.
COCO_val2014_000000044352,a turquoise clock is installed on a city building.
COCO_val2014_000000044361,a bathroom with a standalone bathtub and two sinks.
COCO_val2014_000000044421,a man in a suit and a woman in a dress are standing together.
COCO_val2014_000000044478,the complex multi-tiered kite has a long red spiral tail.
COCO_val2014_000000044494,the bus arrives at the station where people are waiting.
COCO_val2014_000000044508,a man holding his hand to his face in a black and white photograph.
COCO_val2014_000000044520,a railway crossing with two tracks on a rainy day.
COCO_val2014_000000044524,some zebras and deer are eating grass in the field.
COCO_val2014_000000044536,a man on a surfboard is paddling through choppy waters.
COCO_val2014_000000044559,the skier is moving along the path.
COCO_val2014_000000044575,little boys are playing tee-ball on the field.
COCO_val2014_000000044579,a man holding a cell phone to his ear.
COCO_val2014_000000044590,"many motorcyclists are gathered by the roadside, socializing."
COCO_val2014_000000044604,a urinal installed protruding from the floor of the toilet.
COCO_val2014_000000044621,a black cow is being walked near a group of people.
COCO_val2014_000000044627,a skateboarder jumping and being in mid-air.
COCO_val2014_000000044652,a small airplane is flying in the sky.
COCO_val2014_000000044677,people who are placing food and drinks on the table.
COCO_val2014_000000044723,big ben is next to the apartment.
COCO_val2014_000000044743,a skateboarder performing tricks at the edge of a half-pipe.
COCO_val2014_000000044749,a photo of a bowl containing black-and-white bananas and pears.
COCO_val2014_000000044767,"a silver fork, sliced carrots, and fish"
COCO_val2014_000000044795,the player wearing red clothes is swinging to hit.
COCO_val2014_000000044800,a man riding a skateboard on a street full of wooden lamps.
COCO_val2014_000000044801,"a street filled with cars, buses, and motorcycles."
COCO_val2014_000000044802,the man on the court is holding a tennis racket.
COCO_val2014_000000044823,cowboys are dismantling an old airplane.
COCO_val2014_000000044825,"two bicycles and helmets inside a moving bus, and a woman positioned in the front."
COCO_val2014_000000044831,there is a clock on top of the large building.
COCO_val2014_000000044839,the children are eating cake in front of a table covered with a green tablecloth.
COCO_val2014_000000044856,two dogs sitting in the snow with their owner.
COCO_val2014_000000044858,the reflection of old buildings and autumn trees in glass.
COCO_val2014_000000044877,a girl sitting in a wheelchair is playing tennis.
COCO_val2014_000000044910,a wooden fishing boat is placed on blocks in a yard by the sea.
COCO_val2014_000000044950,a cat is reflected lying in the mirror.
COCO_val2014_000000044964,a baby elephant standing next to an adult elephant.
COCO_val2014_000000044989,"a white canopy is draped over a white bed cover, and a book overlooks the forest."
COCO_val2014_000000044993,a lot of food is piled up on the plate.
COCO_val2014_000000045016,a person standing near a white toilet
COCO_val2014_000000045040,a black dog playing in the waves.
COCO_val2014_000000045053,a woman walking under an umbrella in the city in the rain.
COCO_val2014_000000045090,two surfers are riding the waves in the ocean.
COCO_val2014_000000045099,a woman is taking a photo using a mirror in the bathroom.
COCO_val2014_000000045108,two kittens curled up inside white sheets.
COCO_val2014_000000045110,a woman sitting on a scooter behind a truck that is stopped on the roadway.
COCO_val2014_000000045175,a man walking a dog while riding a skateboard
COCO_val2014_000000045176,a pug dog is turning away after having a glimpse of itself in the mirror.
COCO_val2014_000000045195,a room with a kitchen that has a calendar on the wall.
COCO_val2014_000000045208,"a black cat sitting in a white bathtub, looking down."
COCO_val2014_000000045229,the small kitchen area has a frosted glass window.
COCO_val2014_000000045248,the subway station information board is placed on the ground.
COCO_val2014_000000045356,a transparent vase with several flowers that have beautiful yellow and red petals.
COCO_val2014_000000045367,there is a dog on top of the book on the girl's lap.
COCO_val2014_000000045388,"a small child wearing a black top, a kite, and grass."
COCO_val2014_000000045392,a boy is playing baseball and holding a baseball glove.
COCO_val2014_000000045404,a bedroom with purple walls and a small bed
COCO_val2014_000000045406,"on the tidy desk, there are apple products and pamphlets."
COCO_val2014_000000045433,a man wearing a backpack is skiing down a slope.
COCO_val2014_000000045434,several cars are parked outside the church.
COCO_val2014_000000045435,a photo of a cell phone from a side view.
COCO_val2014_000000045463,"a person lying on the bed is in a room filled with a motorcycle, furniture, and a tv."
COCO_val2014_000000045467,a few white sheep are approaching the metal fence.
COCO_val2014_000000045478,a large clock tower set against a blue sky.
COCO_val2014_000000045516,"a woman lying down, holding a cell phone in her hand with one leg raised."
COCO_val2014_000000045535,"in the thicket, a lone zebra stands while eating grass."
COCO_val2014_000000045536,a surfer riding the waves while lying on their stomach.
COCO_val2014_000000045550,a person holding a plate of food at a restaurant.
COCO_val2014_000000045564,there are many birds on the wide beach.
COCO_val2014_000000045574,there is a prosciutto and artisan bread sandwich in the bag.
COCO_val2014_000000045586,"a large, fluffy black and brown cat sleeping on a chair."
COCO_val2014_000000045587,"a man surfing on a surfboard, a dog on another surfboard next to him, and two men swimming behind them."
COCO_val2014_000000045594,a truck and a car are driving in opposite directions on the road.
COCO_val2014_000000045596,the stairs enclosed by a fence next to the building on a rainy day.
COCO_val2014_000000045603,a cat looking at itself in the mirror.
COCO_val2014_000000045626,"a baseball player standing at bat, a catcher, and an umpire."
COCO_val2014_000000045627,an athlete is riding a surfboard on a lake.
COCO_val2014_000000045633,a train on the railway tracks near the tree.
COCO_val2014_000000045644,a pile of broccoli placed next to other vegetables.
COCO_val2014_000000045648,a man walking on the beach with a surfboard.
COCO_val2014_000000045655,a truck's side mirror and a car visible in the distance.
COCO_val2014_000000045663,a broken refrigerator is left open and abandoned in a dirty room.
COCO_val2014_000000045685,a man wearing a striped shirt is hitting a ball on a tennis court in the city.
COCO_val2014_000000045687,two men using a laptop while listening to a speaker.
COCO_val2014_000000045721,a brown tabby cat is lying next to the keyboard.
COCO_val2014_000000045728,a cake with cream topping on a plate.
COCO_val2014_000000045746,this kitchen has white cabinets and silver appliances.
COCO_val2014_000000045775,"beside the white plate, there are two mugs, and on the plate, there is a sandwich placed."
COCO_val2014_000000045830,a black cat lying inside a gray suitcase.
COCO_val2014_000000045844,people are standing around a shop near the sidewalk that is cordoned off with ribbons.
COCO_val2014_000000045864,a few children are playing soccer on the grass.
COCO_val2014_000000045882,"a cat sits quietly on top of a suitcase, staring intently."
COCO_val2014_000000045912,two suitcases are placed outside together and are being sold.
COCO_val2014_000000045920,a baseball player standing in the outfield
COCO_val2014_000000045959,a post with a sign is located near the fire hydrant.
COCO_val2014_000000045962,the bananas are clustered together.
COCO_val2014_000000045966,a stop sign written in a language other than english.
COCO_val2014_000000045976,a man wearing a blue shirt is shaving his face.
COCO_val2014_000000046011,an unmanned small aircraft is stopped on the runway.
COCO_val2014_000000046031,a small tablet computer is placed next to a large monitor and keyboard.
COCO_val2014_000000046048,play a board game in the bedroom while the iron heats up.
COCO_val2014_000000046077,two adults and one child are riding a motorcycle together.
COCO_val2014_000000046099,a stop sign with red color that appears cracked
COCO_val2014_000000046101,"there are two women on half of a tennis court, and the audience is watching them."
COCO_val2014_000000046144,the bench is vividly painted in rainbow colors.
COCO_val2014_000000046155,a young woman playing tennis on a grass court.
COCO_val2014_000000046173,a woman without shoes is standing in a crowded park.
COCO_val2014_000000046245,a polar bear with a joyful expression is walking in the pool.
COCO_val2014_000000046263,"a church building towering against a dark, cloudy sky."
COCO_val2014_000000046269,a man riding a skateboard in a parking lot.
COCO_val2014_000000046316,a black cat sleeping on a wooden bench.
COCO_val2014_000000046323,"in its natural habitat, a zebra is resting its head on another zebra."
COCO_val2014_000000046327,this is a close-up photo of the faces of two giraffes.
COCO_val2014_000000046329,a group of people watching a boy skateboarding.
COCO_val2014_000000046378,a cat eating a dead bird on the ground.
COCO_val2014_000000046418,a flock of sheep walking through the grassland.
COCO_val2014_000000046428,a dessert has been prepared for someone to eat.
COCO_val2014_000000046432,a photo looking down at mountains taken from an airplane.
COCO_val2014_000000046433,"near the nightstand, two boys are sitting upright on the bed."
COCO_val2014_000000046440,a group of children playing basketball on the court.
COCO_val2014_000000046463,"a sandwich with cheese, lettuce, and tomato."
COCO_val2014_000000046497,children are sitting on the edge of a boat floating on the water.
COCO_val2014_000000046503,a small white bathroom with wooden cabinets.
COCO_val2014_000000046538,a bathroom equipped with white fixtures and a dark tiled floor.
COCO_val2014_000000046551,four men carrying mobile phones are inside the building.
COCO_val2014_000000046571,a new silver bike is parked in the garage.
COCO_val2014_000000046603,there is a clock tower on top of the large building.
COCO_val2014_000000046616,two people standing together with a surfboard.
COCO_val2014_000000046633,a dirty hat is lying at the bottom of the boat.
COCO_val2014_000000046650,a banana on a turntable.
COCO_val2014_000000046732,there is a half-eaten pizza on the table.
COCO_val2014_000000046736,a surfer rides through the wave's curl.
COCO_val2014_000000046761,a cute baby elephant watching a white bird.
COCO_val2014_000000046775,a kitchen with several counters where power plugs are hanging from the ceiling.
COCO_val2014_000000046805,the truck is waiting at the red light.
COCO_val2014_000000046812,foamy soup with an oriental taste in a takeout cup.
COCO_val2014_000000046859,"in a baseball game, the batter has just swung the bat."
COCO_val2014_000000046869,"a bathroom with a sink, toilet, and shower room."
COCO_val2014_000000046872,a man standing next to a large truck in the parking lot.
COCO_val2014_000000046877,a cat sitting outside the window looking in.
COCO_val2014_000000046889,the baby has put something in their mouth and looks happy.
COCO_val2014_000000046912,two trains are passing each other in the tunnel.
COCO_val2014_000000046919,a backcountry skier is climbing a slope using an ice axe.
COCO_val2014_000000046924,people in the office who have apple mobile phones.
COCO_val2014_000000046941,a small child sitting next to a woman.
COCO_val2014_000000046975,a child with a brown horse in a place like a desert.
COCO_val2014_000000047008,a man wearing glasses is holding up a mobile phone.
COCO_val2014_000000047010,a giraffe walking near the water's edge is surrounded by a forest.
COCO_val2014_000000047055,a very large bed in an extremely spacious bedroom.
COCO_val2014_000000047071,a group of four giraffes inside the enclosure of a grassy zoo.
COCO_val2014_000000047112,a large pizza placed on a white plate on a blue table.
COCO_val2014_000000047121,a cat drinking water from the sink's basin.
COCO_val2014_000000047131,a broken train with many people looking for windows.
COCO_val2014_000000047137,a hand holding a remote control pointed at the television.
COCO_val2014_000000047149,a salad in a white bowl is placed on a plate.
COCO_val2014_000000047177,"when the waves crash on the sea, people are flying kites on the busy beach."
COCO_val2014_000000047181,"several people are in the park, and one person is catching a frisbee."
COCO_val2014_000000047191,the man walking next to the bus stop.
COCO_val2014_000000047204,the rusted fire hydrant is near the edge of the sidewalk and is painted green.
COCO_val2014_000000047225,stuffed animals posing for the camera.
COCO_val2014_000000047226,someone is sitting on a snowmobile while it is snowing.
COCO_val2014_000000047234,a teddy bear secured with a belt in a gray child car seat.
COCO_val2014_000000047255,"two giraffes stand side by side, enclosed by a gate."
